Ca;Co;Cu;NO3;I;SO4;Cl;B;Zn;Mn;Mo;Fe;K;Mg;Na;PO4;NH4;Al;Ni;chlorophyll_percent;node_count;side_shoots_count;plant_height;true_leaves_count;reproduction_coefficient
4.7601812936876656e-05;3.758882851457693e-05;3.944762785700353e-05;4.594467684059866e-05;7.85016543837057e-05;8.920846889402344e-05;9.553346865039283e-05;7.869033862552952e-05;3.154068957480127e-05;6.881347060865421e-05;4.37603124055392e-05;2.546706220460512e-05;8.408715794259227e-05;3.8426348962325e-06;9.017619921354236e-05;4.614774646247342e-05;6.372014768082805e-05;6.593539222057828e-05;8.951177407065365e-05;0.3;61;47;42;56;2098242
4.182555532560479e-05;6.989276609452168e-05;9.99459067186402e-05;7.101418825625281e-05;7.616813559803183e-05;9.383650151902596e-05;1.1365126131168336e-05;7.047842934477269e-05;8.50805957967449e-05;9.543786002208933e-05;2.1096928971169937e-05;5.0392900772424425e-05;6.805548476444819e-05;2.4746772950133745e-05;6.004728632502741e-05;2.575787824979994e-05;3.334570205316473e-05;4.415186965108651e-05;5.29190098746567e-05;0.3;54;38;39;49;2091063
1.2610269598740931e-05;3.929588066366823e-05;8.514386963311143e-05;9.062542367378684e-05;5.063716735451453e-05;5.941046382754252e-05;7.081473345985572e-05;8.327586684527142e-05;1.2151116953766615e-05;8.100693082292277e-05;4.812761505116168e-05;4.50623425108169e-05;4.238997519969983e-05;5.092115852460426e-05;9.450505533946035e-05;5.482037727921516e-05;9.531775382631392e-05;1.802901306156406e-05;7.241359788326332e-05;0.3;60;42;46;50;2025212
8.292715250972605e-06;6.417754044410113e-05;4.719373657552943e-05;9.078906004128328e-05;3.631891960908492e-05;2.871522634376287e-05;5.007349061441984e-05;4.559461857686613e-05;3.444280462171883e-05;6.937412986983285e-05;7.595618339139083e-05;8.529839690301367e-05;9.72856604710343e-05;2.6665619213250448e-05;7.160934824899615e-05;3.9425823549574526e-05;6.770819719511081e-05;4.759816903492203e-05;9.937731027679316e-05;0.3;57;42;44;53;1981669
8.754886503958965e-05;3.024663174614697e-05;8.586981212445739e-05;8.572309373697911e-05;7.646509503848735e-05;1.4669511401518156e-05;6.90322846900729e-05;9.450240645805688e-05;6.825404787671571e-05;3.31616849107834e-05;5.005793174308313e-05;6.457250433510537e-05;5.105704087285036e-05;1.1995294173096982e-05;3.1206404465202066e-05;8.023960305536326e-05;8.614180460955174e-05;1.3730003271557024e-05;9.523867523987246e-05;0.3;54;37;39;56;1812695
2.0607377993717525e-05;4.412296690917168e-05;6.500078894888851e-06;8.253084024229825e-05;1.259406410475006e-05;9.030975070493098e-05;8.642306022615572e-05;4.645827644392461e-05;7.443682043039906e-05;6.194450738181533e-05;8.030756423377449e-05;4.3180510078591205e-05;7.8580848424435e-05;4.62456817065148e-05;9.40965787842794e-05;4.863721008251476e-05;4.626192719337296e-05;7.850718615635128e-05;8.21577691760838e-05;0.3;61;50;44;59;1777512
9.291395200154628e-05;3.4190527810549034e-05;5.2767746622169504e-05;2.116358985698612e-05;9.956311094988836e-05;9.811179078679356e-05;6.495089297074473e-05;8.044140596774735e-05;7.151001612837e-05;5.931582190394682e-05;5.33479969888977e-06;4.547643425526611e-05;6.747863021674105e-05;6.775316138836846e-05;3.731226184223836e-05;9.416919866580306e-05;1.6735703223678102e-05;5.003594462155606e-05;6.908839765508228e-05;0.3;60;43;36;53;1741643
9.671640551360524e-05;9.499609008768916e-05;9.838390085407746e-05;8.664487806342643e-05;9.095515907751012e-05;2.172787787671364e-05;8.310067889897745e-05;7.088571132042747e-05;9.627865088280702e-05;5.712618284426194e-05;8.516716671055635e-06;5.9739889118715297e-05;6.865809280212878e-05;2.203210287124284e-05;3.941133835127284e-05;5.9850341405168e-05;3.741057373165056e-05;3.74947717238664e-05;1.330866391727974e-05;0.3;53;34;36;58;1709485
3.428920913489797e-05;4.183689101320072e-05;9.289467355726231e-05;9.107518127381472e-05;7.156764801225769e-05;8.846823774216879e-05;3.196480275876248e-05;3.811093260082829e-05;6.13712181854228e-05;6.236259472972641e-05;4.81699838012341e-05;4.006578484379533e-05;9.861803116086952e-05;8.211236261177244e-05;4.349801978880452e-05;7.272924772395685e-05;2.695616932524595e-05;1.0016932623732988e-05;3.524310255527407e-05;0.3;56;39;44;49;1695710
9.739407666667818e-05;4.550423779029611e-06;9.509681864523992e-05;5.819372139940333e-05;7.957277149698383e-05;4.3039261801607546e-05;4.538378812569805e-05;8.793264990158236e-05;8.959344962919022e-05;2.386888814312977e-05;1.992418785846182e-05;4.962351738699511e-05;9.002770271276917e-05;3.223550934061763e-05;6.520146153391314e-05;7.081516877406011e-05;7.786746648941558e-05;5.639244579209632e-05;4.024551782789696e-05;0.3;52;35;42;58;1688309
3.013778741641421e-05;7.476093801762512e-05;5.027203900924792e-05;2.322126951468173e-05;8.995745732745685e-05;3.8389122137321146e-05;5.435528611139886e-05;9.06472110964547e-05;6.242379959139922e-05;1.1689804070836409e-05;9.398321236134753e-05;6.277080530714178e-05;3.3490561465708615e-05;1.3927207266338726e-05;7.94025189270296e-05;6.200727559285136e-05;5.334610919763215e-05;8.938925830509577e-05;7.885972112245308e-05;0.3;58;41;38;50;167342
6.456025770584117e-05;9.345438807155155e-05;3.033855436291332e-05;7.818909129968898e-05;7.658586438847421e-05;6.916556518665416e-05;9.656389752668004e-05;3.935553361063156e-05;1.307173235897573e-05;6.717088592440608e-05;7.293098004772063e-05;5.750605734588147e-05;2.0681789313339628e-05;5.044559416693554e-05;3.121897365691294e-05;4.274665281666891e-05;6.45218575844664e-05;7.452147426908345e-05;2.322246909013432e-05;0.3;58;44;38;48;165929
4.403129757519057e-05;6.252083217429301e-05;4.904103611368053e-05;8.725665183579634e-05;5.469348524482108e-05;4.807814179491133e-05;9.246009904217128e-05;7.196895960453545e-05;1.1154990734685731e-05;1.7770446119681406e-05;7.871228629394419e-05;8.358513211799544e-05;5.451908290902965e-05;5.544552278666393e-05;6.319329628514445e-05;4.391157742826395e-05;6.80199123483904e-05;1.084812575664157e-05;9.612792423673864e-05;0.3;57;44;44;52;160954
9.966368370739056e-05;5.5543170560262745e-05;7.689874151805106e-05;9.44765729882428e-05;8.496473906774115e-05;2.4734810174319767e-05;4.505441353100936e-05;1.29159415151495e-05;9.540510272587224e-05;6.061746344508801e-05;2.286428055034628e-05;6.717006844058567e-05;6.181282404578958e-05;3.581627180328405e-05;1.1355759219962905e-05;6.715731955927996e-05;5.203077009037933e-05;7.723183917356394e-05;5.201635011119934e-05;0.3;51;33;37;55;155662
6.693854236698692e-05;4.76991915378175e-05;6.42278163507115e-05;3.836155478797465e-06;6.214644226567846e-05;7.778777055368772e-05;5.0035836038439024e-05;3.5751332842723696e-05;2.774267348009792e-05;6.428020501620825e-05;6.928011986299087e-05;8.709675998625426e-05;3.423340824609907e-05;7.697723073855855e-05;5.61355824189338e-05;8.828364906780792e-05;5.278121082956208e-05;5.176298283979673e-05;5.7787708144090913e-05;0.3;60;43;37;46;151415
5.434844285830145e-05;7.27362617771965e-06;7.901313737261083e-05;2.1778080176756853e-05;6.770378148820103e-05;8.032121232440932e-05;5.618769562415132e-05;7.408832067219855e-05;6.618603122150056e-05;3.5552979715200766e-05;8.088585390335653e-05;2.94701369885528e-05;5.712129177515172e-05;7.453977391415395e-05;3.789559098125076e-05;3.0276760761742508e-05;4.593460101728227e-05;8.179634943491537e-05;9.299217631456648e-05;0.3;56;46;39;46;148433
2.0152700291824244e-05;3.4130924048989344e-05;9.666149922642142e-05;5.941593578796515e-05;8.011555973011573e-05;2.645910347687292e-05;2.1005292017930524e-05;7.839169288465485e-05;6.858724552314401e-05;6.809779292117637e-05;5.526345818291939e-05;5.635783427765488e-05;7.356975053062539e-05;2.700024811211953e-05;3.5276846585695575e-05;8.716367705200552e-05;3.088652010121578e-05;5.463095713792991e-05;7.02639464006684e-05;0.3;54;36;37;45;146254
6.098687349855378e-05;7.261060683694185e-05;3.1447663586651054e-05;8.288971119758779e-05;6.034175784722833e-05;3.891230096150302e-05;5.576423933431586e-05;5.767608474359243e-05;1.6553529269386604e-05;4.0273236986696616e-05;3.434305880194931e-05;4.009027225791261e-05;7.61110588485258e-05;4.825384074666727e-05;9.403161532392644e-05;2.9367641335843622e-05;4.15703578284929e-05;7.869568104790415e-05;5.460245933207503e-05;0.3;52;36;42;51;145956
7.584557473091266e-05;3.718029912745358e-05;2.440945724926024e-05;7.290134212929687e-05;4.196722921572684e-05;9.813771043261948e-05;3.4948518230810103e-05;9.21727420531066e-05;9.329625485670796e-05;2.4185294706474613e-05;7.982211815880134e-05;4.3307450514456514e-05;9.17524727230348e-05;4.501242726352388e-05;7.443037173373661e-05;4.669674091637979e-05;2.278007557128562e-05;1.993501289446863e-05;4.254311942563456e-05;0.3;54;42;40;54;140136
7.491049613997478e-05;5.717373111603223e-05;3.1218321682151096e-05;7.457821580012719e-05;2.067963663576065e-05;7.794883464715337e-05;8.045466921425331e-05;8.221448795703731e-05;4.729159709784576e-05;1.9248076777042168e-05;9.972360006606874e-06;7.433612504879242e-05;8.862613845298133e-05;6.508383588369067e-05;1.441600603883696e-05;9.34896448517574e-05;9.891020145393196e-05;4.33378609934922e-05;5.948252892737712e-05;0.3;56;41;39;60;143278
4.949116047766605e-05;4.7136815570149065e-05;9.562591980273812e-05;4.337278828959778e-05;7.856268042879978e-05;9.4191054485148e-05;8.769888309739855e-05;2.0866762451159185e-05;4.960298942535443e-05;3.477397822959257e-05;3.9985869513721554e-05;3.6080682624575125e-05;8.263592101750042e-05;4.5213905512244745e-05;5.236943322446882e-05;9.824473570470749e-05;5.997927219151645e-06;4.879576397907488e-05;7.740617069461161e-05;0.3;56;43;39;51;142993
9.145844352217476e-05;9.103631494544174e-06;6.48209177448556e-05;4.1319447880279775e-05;4.056193902554424e-05;6.79551836572684e-05;6.709373262987873e-06;5.937057829514346e-05;7.720317859723548e-05;8.282127578865942e-05;1.705303893937753e-05;8.974190500781738e-05;6.561460918474422e-05;8.818548008206828e-05;4.852807171101983e-05;5.4203334509720205e-05;9.190382770286712e-05;8.999095433546718e-05;4.48160873369002e-05;0.3;56;39;41;53;136636
9.52815017002506e-05;3.2674254203004084e-05;3.544249487930549e-05;5.056341534219589e-05;9.411208125336737e-05;8.763194331423116e-05;1.025679625835898e-05;3.9273074327141625e-05;5.5337118974977184e-05;5.0313247255154005e-05;1.938630679368927e-05;8.588167711681547e-05;6.769407829968373e-05;8.379083748518036e-05;8.587642793494722e-05;7.483558536657398e-05;4.3921060124971735e-05;6.105467550154245e-05;1.6036540611974315e-05;0.3;56;37;43;52;136838
3.900642076281813e-06;4.555667819901088e-05;8.909738846907039e-05;5.69497258518576e-05;8.323910417019079e-05;9.916243429612282e-05;1.6361620413827627e-05;6.917776391419823e-05;6.742935737000247e-05;9.799554473582784e-05;9.856007339528004e-05;6.866786117241295e-05;2.4361479198219428e-05;7.985558381305991e-05;1.0702913421103811e-05;7.806993041716287e-05;9.101961241446964e-05;3.8283339476843527e-05;6.306352949830805e-05;0.3;67;48;43;45;135674
8.401080784391999e-05;9.894511309650564e-05;8.895193110437632e-05;3.714672626243768e-05;1.9516651721865044e-05;4.893925374065888e-05;7.416414518360422e-05;4.925690707532976e-05;4.831808633136685e-05;8.382304210818006e-05;3.614037790671864e-05;8.597946748116456e-05;4.0680480095172354e-05;3.282331056783394e-05;4.5398991119969903e-05;7.624469586748685e-05;1.260020278639943e-05;1.964192158720173e-05;9.51444825663092e-05;0.3;55;40;30;51;132681
6.167836078525412e-05;7.428814936679391e-05;7.379173933540254e-05;5.2144902416688014e-05;6.845871933357806e-06;3.711129384301279e-05;9.207666084633572e-05;5.8444890975742605e-05;5.383319432557135e-05;2.688535143821936e-05;3.684489199165789e-05;8.953460891531693e-05;6.664630475268358e-05;7.873870267523328e-05;4.543454230676551e-05;6.30247219456158e-05;2.483836087432076e-05;7.054608302834863e-05;4.2760133370333736e-05;0.3;51;40;35;51;135786
2.595417831760904e-05;4.369958856656209e-05;5.93560935378786e-05;7.308156202701499e-06;6.223432646172461e-05;9.811778367622946e-05;1.9010764978372764e-05;7.925951162883833e-05;9.078987937796194e-05;9.437015928202208e-05;9.601356044054472e-05;5.21459638721472e-05;9.773079079915038e-05;7.573102071344388e-05;1.616714362369619e-05;4.7690010646797e-05;7.18331175372004e-05;2.4734031581908334e-05;6.406151835488874e-05;0.3;65;49;39;49;121231
7.687641807211604e-05;2.655875983073599e-05;7.67233394159223e-05;2.058873107665994e-05;3.216863687013094e-05;4.654869724396994e-05;9.431958496934507e-05;9.317314247538248e-05;2.068718754222878e-05;3.582190412430728e-05;1.4939938845377231e-05;5.099850793134971e-05;4.605825506946666e-05;9.007601624507324e-05;9.300053777910728e-05;3.835673910072921e-05;4.917379430189895e-05;8.962362491461331e-05;8.067078077450615e-05;0.3;55;42;39;50;127850
7.92003126130196e-05;3.243136638755806e-05;7.161645381776112e-05;1.3541884981782804e-05;2.912937472055053e-05;1.4471063613651992e-05;8.112305584013578e-05;2.2264923522678537e-05;7.174035554052103e-05;9.432983972456526e-05;5.2777220906887705e-05;5.400291922606877e-05;4.610335680978121e-05;3.258901433936428e-05;4.7565503092491714e-05;6.028075322667594e-05;9.859915721706594e-05;9.377645593182244e-05;8.621529582931218e-05;0.3;57;40;34;54;126271
7.379277689988003e-05;5.9742924257342005e-05;8.808951605447525e-05;4.960590834948275e-06;2.570626921892088e-05;4.6503633422091e-05;2.2697853947152102e-05;7.439051873021519e-05;9.192080310537252e-05;4.237701199309234e-05;3.42132600111895e-05;9.615507321375663e-05;4.448524328275409e-05;4.890484004492832e-05;3.516498723419054e-05;9.095484730121383e-05;5.689554832818508e-05;7.621745871816447e-05;8.118067183508864e-05;0.3;54;37;32;52;130637
8.413083514997019e-05;6.771900939767855e-05;6.978046984944086e-05;5.359359931290713e-05;8.852289842111726e-05;2.520147336790525e-05;3.811476533610507e-05;7.77642569677689e-05;4.927488961293377e-05;8.892140134241908e-05;3.463993197628523e-05;3.693301688196448e-05;8.887357893866254e-05;4.643703201820411e-05;5.1612458420248674e-05;3.327637153356794e-05;2.7666994217908192e-05;6.559487108383921e-05;1.1984066154120389e-05;0.3;53;36;37;48;127460
7.88066980454074e-06;3.490187125424431e-05;9.582856281444738e-05;8.316173313246488e-06;6.436413728787262e-05;9.722213709670055e-05;9.782236685813746e-05;4.712233309037433e-05;1.6274910778238063e-05;2.0208431497743884e-05;8.896013951243947e-05;9.11683004329736e-05;6.078796438735548e-05;7.661763994699114e-05;7.399312514704082e-05;6.61821597989107e-05;8.272769548719391e-05;6.854066230403211e-05;5.340023057474993e-05;0.3;62;50;44;49;117405
9.173031454640508e-05;4.594387466183786e-05;7.766586177835356e-06;9.597268380389614e-05;8.789923077586502e-05;7.546825208681413e-05;9.33472791947558e-05;2.201294208357641e-05;8.363692930100863e-05;6.899911963543063e-05;8.697592495676884e-05;7.969115657426299e-05;3.46495063176825e-05;7.743985370172557e-05;2.624563029848904e-05;3.2859216302805486e-05;1.0790571722297615e-05;9.350766159804688e-05;2.9100336340028155e-05;0.3;59;49;39;52;117370
4.3803365669764685e-05;8.610333999722404e-05;5.6586307355961954e-05;1.5723566509423348e-05;6.906227420813416e-05;5.134344971258201e-05;6.506065232521035e-05;8.89687412571665e-05;4.404345706560461e-05;9.011776232173555e-05;7.50669014281655e-05;4.886049258779848e-05;6.032221356579637e-05;3.2558113251901146e-05;9.835972997387742e-05;6.67351163050396e-05;4.3846852496629895e-06;3.2662190574800874e-05;6.233144337590576e-05;0.3;63;44;36;49;116302
2.289423361394453e-05;1.2162289068009424e-05;3.633924794321266e-05;2.554282810460905e-05;5.066912010062987e-05;9.66409296123429e-05;5.749534932296414e-05;8.899310558900979e-05;6.508788374957773e-05;4.7524652658720045e-05;8.546075627333713e-05;4.713681101729976e-05;8.68628170510361e-05;2.915767695757653e-05;1.2881307376298812e-05;8.553144643629384e-05;5.874151637926668e-05;8.890923982489601e-05;9.378272069923832e-05;0.3;60;50;37;50;111284
8.795632376127813e-05;5.800435552980984e-05;4.446055992361009e-05;7.74849846534099e-05;7.398216343655965e-05;5.381434300814544e-05;8.732737255846913e-06;9.260813467869188e-05;4.5560253750166215e-05;3.633337819162643e-05;6.295673951687718e-05;6.73837961166977e-05;2.1068791703030142e-05;8.369388448099562e-05;2.8993709366237783e-05;1.8668392591431672e-05;4.063998528544975e-05;7.305600808974652e-05;9.654581784398034e-05;0.3;54;40;40;45;109722
1.477283058505743e-05;8.096523320704518e-05;8.232099421806359e-05;7.08705200549003e-05;1.3126221109287097e-05;6.673986245608075e-05;8.890865833268657e-05;4.2553164480088326e-05;4.135168543785989e-05;4.428583095794191e-05;8.227189067620644e-06;8.920255690299734e-05;8.691828639805104e-05;9.979093217902863e-05;5.851831414984135e-05;7.511916364513857e-05;2.026719063073047e-05;6.675288182241695e-05;6.497328487573908e-05;0.3;57;43;41;54;105176
1.5482861259771985e-05;9.447362587830796e-05;7.365352283347926e-05;8.829938248297731e-05;2.026326341353432e-05;5.875858711094019e-05;7.011395944174736e-05;6.801118854469727e-05;4.081516908666981e-05;1.5394891691308478e-06;5.829260568042632e-05;2.531015391796088e-05;4.502542461428904e-05;9.575810150838174e-05;3.990353176424347e-05;8.398016066644268e-05;1.885406057492512e-05;6.724604980250289e-05;9.770069544389436e-05;0.3;56;41;41;50;996139
9.30254319985056e-05;9.075757039632665e-05;5.695286729568117e-06;2.0570429497656984e-05;4.769054255322752e-05;4.3155428995310734e-05;6.40891664837207e-05;9.447090508254124e-05;1.1240471127794882e-05;4.5185866513424045e-05;1.924110378871393e-05;8.941075983979476e-05;9.645801858016528e-05;4.787016818903501e-05;1.0401029772814074e-05;7.852946667226732e-05;6.97141350492399e-05;3.5467082661031046e-05;8.874074739689635e-05;0.3;57;40;33;54;991214
2.387384453626e-05;5.678905483054052e-05;8.351261633432041e-05;1.92518871819798e-05;7.094027697193312e-05;6.140658314112169e-06;9.189347431104971e-05;8.107491614729879e-06;9.142313763441626e-05;4.908072494527028e-05;4.4809111279591984e-05;9.733070795003764e-05;9.90384177698219e-05;6.50178125961012e-05;1.2711929185704852e-05;5.0617008565520255e-05;5.291631009556625e-05;5.144464281353097e-05;5.694918385200098e-05;0.3;52;39;34;50;989274
1.8710842291725305e-05;7.821940360464526e-05;9.558117431743744e-05;5.80231287059956e-05;6.819974472807336e-05;3.374746950366731e-05;3.815276946603112e-05;7.34654497853064e-05;9.277710984068192e-05;6.289883872243523e-05;7.898479084853475e-05;1.7163501741537303e-05;2.119590902579736e-05;5.320346868333901e-05;1.7655419224284054e-05;6.349950702209236e-05;2.91653185394699e-05;7.91532618666892e-05;8.081103466143435e-05;0.3;57;39;35;45;986998
3.725089315534659e-05;9.28630562115394e-05;6.180846068922264e-06;9.236052811137852e-06;1.627909892062294e-05;5.952128341268748e-05;1.5047227100599748e-05;9.680763814507336e-05;4.467145272585204e-05;5.015179603501664e-05;2.466586158054065e-05;4.709602524347335e-05;6.619136326370116e-05;7.511771369540428e-05;7.53868082709913e-05;5.778911126940883e-05;9.043597749938573e-05;8.174078473061094e-05;7.570481146986254e-05;0.3;58;38;38;53;979363
